Room,Pot,Species,Room1,CO2_treatment,Temperature,measurement_temperature,water_treatment,PARi,Photo,Ci
2,58,E. saligna,2,400,ambient,28,dry,200,9.7,324
2,58,E. saligna,2,400,ambient,28,dry,101,5.38,352
2,58,E. saligna,2,400,ambient,28,dry,60,3.12,367
2,58,E. saligna,2,400,ambient,28,dry,29,1.05,381
2,58,E. saligna,2,400,ambient,28,dry,1,-1.71,400
2,58,E. saligna,2,400,ambient,34,dry,1500,18.2,254
2,58,E. saligna,2,400,ambient,34,dry,1199,17.7,254
2,58,E. saligna,2,400,ambient,34,dry,899,16.2,259
2,58,E. saligna,2,400,ambient,34,dry,700,15.1,264
2,58,E. saligna,2,400,ambient,34,dry,500,13.7,272
2,58,E. saligna,2,400,ambient,34,dry,301,11.2,289
2,58,E. saligna,2,400,ambient,34,dry,201,8.53,310
2,58,E. saligna,2,400,ambient,34,dry,99,4.69,342
2,58,E. saligna,2,400,ambient,34,dry,61,2.4,362
2,58,E. saligna,2,400,ambient,34,dry,29,0.47,380
2,58,E. saligna,2,400,ambient,34,dry,1,-1.82,400
2,71,E. saligna,2,400,ambient,28,wet,1500,16.6,296
2,71,E. saligna,2,400,ambient,28,wet,1201,15.8,289
2,71,E. saligna,2,400,ambient,28,wet,901,15,284
2,71,E. saligna,2,400,ambient,28,wet,701,14,277
2,71,E. saligna,2,400,ambient,28,wet,501,12.8,277
2,71,E. saligna,2,400,ambient,28,wet,301,11,285
2,71,E. saligna,2,400,ambient,28,wet,200,9.07,294
2,71,E. saligna,2,400,ambient,28,wet,100,5.72,322
2,71,E. saligna,2,400,ambient,28,wet,61,3.75,339
2,71,E. saligna,2,400,ambient,28,wet,29,1.69,364
2,71,E. saligna,2,400,ambient,28,wet,0,-0.36,395
2,71,E. saligna,2,400,ambient,34,wet,1500,13.4,230
2,71,E. saligna,2,400,ambient,34,wet,1200,13.8,241
2,71,E. saligna,2,400,ambient,34,wet,901,13.8,249
2,71,E. saligna,2,400,ambient,34,wet,701,13.6,256
2,71,E. saligna,2,400,ambient,34,wet,499,12.7,264
2,71,E. saligna,2,400,ambient,34,wet,299,10.6,278
2,71,E. saligna,2,400,ambient,34,wet,200,8.85,291
2,71,E. saligna,2,400,ambient,34,wet,100,5.1,322
2,71,E. saligna,2,400,ambient,34,wet,61,3.24,340
2,71,E. saligna,2,400,ambient,34,wet,29,1.33,363
2,71,E. saligna,2,400,ambient,34,wet,0,-0.77,401
7,556,E. sideroxylon,7,640,elevated,28,wet,1499,29.6,510
7,556,E. sideroxylon,7,640,elevated,28,wet,1200,27.1,513
7,556,E. sideroxylon,7,640,elevated,28,wet,900,26.1,513
7,556,E. sideroxylon,7,640,elevated,28,wet,701,24.8,513
7,556,E. sideroxylon,7,640,elevated,28,wet,500,22.1,519
7,556,E. sideroxylon,7,640,elevated,28,wet,301,19.7,524
7,556,E. sideroxylon,7,640,elevated,28,wet,199,16.8,529
7,556,E. sideroxylon,7,640,elevated,28,wet,101,10.1,562
7,556,E. sideroxylon,7,640,elevated,28,wet,59,6.06,583
7,556,E. sideroxylon,7,640,elevated,28,wet,29,2.6,604
7,556,E. sideroxylon,7,640,elevated,28,wet,0,-1.54,638
7,556,E. sideroxylon,7,640,elevated,34,wet,1500,27.9,452
7,556,E. sideroxylon,7,640,elevated,34,wet,1200,27.7,460
7,556,E. sideroxylon,7,640,elevated,34,wet,901,26.2,476
7,556,E. sideroxylon,7,640,elevated,34,wet,700,25.8,480
7,556,E. sideroxylon,7,640,elevated,34,wet,500,24.2,492
7,556,E. sideroxylon,7,640,elevated,34,wet,301,20.6,513
7,556,E. sideroxylon,7,640,elevated,34,wet,200,16.5,537
7,556,E. sideroxylon,7,640,elevated,34,wet,101,9.26,574
7,556,E. sideroxylon,7,640,elevated,34,wet,59,5.65,592
7,556,E. sideroxylon,7,640,elevated,34,wet,29,1.93,611
7,556,E. sideroxylon,7,640,elevated,34,wet,0,-1.7,632
4,230,E. sideroxylon,4,640,ambient,28,wet,1501,20.1,570
4,230,E. sideroxylon,4,640,ambient,28,wet,1201,20.3,570
4,230,E. sideroxylon,4,640,ambient,28,wet,899,18.8,573
4,230,E. sideroxylon,4,640,ambient,28,wet,701,18.1,575
4,230,E. sideroxylon,4,640,ambient,28,wet,500,16.7,576
4,230,E. sideroxylon,4,640,ambient,28,wet,300,13.7,585
4,230,E. sideroxylon,4,640,ambient,28,wet,200,11.3,593
4,230,E. sideroxylon,4,640,ambient,28,wet,99,5.78,608
4,230,E. sideroxylon,4,640,ambient,28,wet,60,3.6,615
4,230,E. sideroxylon,4,640,ambient,28,wet,30,0.88,624
4,230,E. sideroxylon,4,640,ambient,28,wet,0,-2.15,635
4,230,E. sideroxylon,4,640,ambient,34,wet,1501,23.1,534
4,230,E. sideroxylon,4,640,ambient,34,wet,1200,21.9,537
4,230,E. sideroxylon,4,640,ambient,34,wet,901,20.8,540
4,230,E. sideroxylon,4,640,ambient,34,wet,699,19.4,543
4,230,E. sideroxylon,4,640,ambient,34,wet,501,17.7,551
4,230,E. sideroxylon,4,640,ambient,34,wet,299,14.1,560
4,230,E. sideroxylon,4,640,ambient,34,wet,200,10.4,574
4,230,E. sideroxylon,4,640,ambient,34,wet,101,5.31,595
4,230,E. sideroxylon,4,640,ambient,34,wet,59,2.69,607
4,230,E. sideroxylon,4,640,ambient,34,wet,29,0.45,617
4,230,E. sideroxylon,4,640,ambient,34,wet,0,-2.66,631
3,120,E. sideroxylon,3,280,ambient,28,wet,1499,20.4,203
3,120,E. sideroxylon,3,280,ambient,28,wet,1200,20.3,205
3,120,E. sideroxylon,3,280,ambient,28,wet,900,19.3,208
3,120,E. sideroxylon,3,280,ambient,28,wet,700,18.3,211
3,120,E. sideroxylon,3,280,ambient,28,wet,500,16.9,215
3,120,E. sideroxylon,3,280,ambient,28,wet,301,13.5,225
3,120,E. sideroxylon,3,280,ambient,28,wet,199,10.5,235
3,120,E. sideroxylon,3,280,ambient,28,wet,101,5.86,252
3,120,E. sideroxylon,3,280,ambient,28,wet,61,3.51,260
3,120,E. sideroxylon,3,280,ambient,28,wet,29,1.38,269
3,120,E. sideroxylon,3,280,ambient,28,wet,0,-1.09,279
3,120,E. sideroxylon,3,280,ambient,34,wet,1500,20.4,198
3,120,E. sideroxylon,3,280,ambient,34,wet,1199,20.1,199
3,120,E. sideroxylon,3,280,ambient,34,wet,899,19.2,203
3,120,E. sideroxylon,3,280,ambient,34,wet,699,17.9,208
3,120,E. sideroxylon,3,280,ambient,34,wet,499,16.5,211
3,120,E. sideroxylon,3,280,ambient,34,wet,300,12.9,224
3,120,E. sideroxylon,3,280,ambient,34,wet,201,9.76,235
3,120,E. sideroxylon,3,280,ambient,34,wet,101,5.04,252
3,120,E. sideroxylon,3,280,ambient,34,wet,61,2.93,261
3,120,E. sideroxylon,3,280,ambient,34,wet,29,0.79,269
3,120,E. sideroxylon,3,280,ambient,34,wet,0,-1.43,279
3,117,E. sideroxylon,3,280,ambient,28,wet,1500,24.2,200
3,117,E. sideroxylon,3,280,ambient,28,wet,1199,23.8,200
3,117,E. sideroxylon,3,280,ambient,28,wet,900,22.9,203
3,117,E. sideroxylon,3,280,ambient,28,wet,701,21.6,207
3,117,E. sideroxylon,3,280,ambient,28,wet,500,19.6,212
3,117,E. sideroxylon,3,280,ambient,28,wet,299,15.3,224
3,117,E. sideroxylon,3,280,ambient,28,wet,199,11.4,237
3,117,E. sideroxylon,3,280,ambient,28,wet,101,6.16,254
3,117,E. sideroxylon,3,280,ambient,28,wet,59,3.54,263
3,117,E. sideroxylon,3,280,ambient,28,wet,30,1.16,271
3,117,E. sideroxylon,3,280,ambient,28,wet,0,-1.41,279
3,117,E. sideroxylon,3,280,ambient,34,wet,1500,24.9,200
3,117,E. sideroxylon,3,280,ambient,34,wet,1200,24,201
3,117,E. sideroxylon,3,280,ambient,34,wet,900,22.7,203
3,117,E. sideroxylon,3,280,ambient,34,wet,699,21.6,205
3,117,E. sideroxylon,3,280,ambient,34,wet,501,19.3,212
3,117,E. sideroxylon,3,280,ambient,34,wet,299,14.9,224
3,117,E. sideroxylon,3,280,ambient,34,wet,200,11,237
3,117,E. sideroxylon,3,280,ambient,34,wet,99,5.75,254
3,117,E. sideroxylon,3,280,ambient,34,wet,59,3.33,262
3,117,E. sideroxylon,3,280,ambient,34,wet,29,1.08,269
3,117,E. sideroxylon,3,280,ambient,34,wet,0,-1.5,278
6,491,E. sideroxylon,6,280,elevated,28,wet,1499,15.7,217
6,491,E. sideroxylon,6,280,elevated,28,wet,1200,15.2,217
6,491,E. sideroxylon,6,280,elevated,28,wet,900,14.5,218
6,491,E. sideroxylon,6,280,elevated,28,wet,700,13.8,220
6,491,E. sideroxylon,6,280,elevated,28,wet,501,12.4,224
6,491,E. sideroxylon,6,280,elevated,28,wet,300,10.1,232
6,491,E. sideroxylon,6,280,elevated,28,wet,200,7.96,240
6,491,E. sideroxylon,6,280,elevated,28,wet,101,4.62,254
6,491,E. sideroxylon,6,280,elevated,28,wet,60,2.68,262
6,491,E. sideroxylon,6,280,elevated,28,wet,30,1.05,269
6,491,E. sideroxylon,6,280,elevated,28,wet,0,-0.85,280
6,491,E. sideroxylon,6,280,elevated,34,wet,1501,15.3,200
6,491,E. sideroxylon,6,280,elevated,34,wet,1201,15,203
6,491,E. sideroxylon,6,280,elevated,34,wet,901,14.3,207
6,491,E. sideroxylon,6,280,elevated,34,wet,699,13.6,211
6,491,E. sideroxylon,6,280,elevated,34,wet,500,12.2,217
6,491,E. sideroxylon,6,280,elevated,34,wet,301,9.49,227
6,491,E. sideroxylon,6,280,elevated,34,wet,199,7.26,237
6,491,E. sideroxylon,6,280,elevated,34,wet,101,3.86,252
6,491,E. sideroxylon,6,280,elevated,34,wet,60,2.26,260
6,491,E. sideroxylon,6,280,elevated,34,wet,30,0.67,268
6,491,E. sideroxylon,6,280,elevated,34,wet,0,-1.07,278
